2025-05-04 00:00:00 INFO  r.s.s.s.impl.RequestServiceImpl - Updated 0 overdue requests
2025-05-04 00:25:48 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:25:48 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:25:48 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:25:48 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:25:49 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:25:49 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:25:49 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:25:49 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:25:56 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 00:25:56 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:25:56 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 00:25:56 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:26:01 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:26:01 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:26:02 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:26:02 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 00:26:02 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 00:26:02 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 01:43:00 WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h2m10s577ms777µs100ns).
2025-05-04 01:43:01 INFO  r.s.s.s.impl.RequestServiceImpl - Updated 0 overdue requests
2025-05-04 01:43:01 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-05-04 01:43:01 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-05-04 01:43:01 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:43:01 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:43:01 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:43:01 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:43:01 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-05-04 01:43:01 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-05-04 01:43:01 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-05-04 01:43:07 INFO  r.s.s.SpringBooksApplication - Starting SpringBooksApplication using Java 23.0.2 with PID 16456 (D:\VADIM\JAVA\springBooks\target\classes started by HP in D:\VADIM\JAVA\springBooks)
2025-05-04 01:43:07 INFO  r.s.s.SpringBooksApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-04 01:43:07 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-05-04 01:43:07 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-05-04 01:43:08 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-05-04 01:43:08 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 74 ms. Found 4 JPA repository interfaces.
2025-05-04 01:43:10 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-05-04 01:43:10 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-05-04 01:43:10 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-05-04 01:43:10 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.39]
2025-05-04 01:43:10 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-04 01:43:10 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2944 ms
2025-05-04 01:43:10 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-05-04 01:43:10 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.11.Final
2025-05-04 01:43:10 INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-05-04 01:43:11 INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-05-04 01:43:11 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-04 01:43:11 INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@34a6f2ee
2025-05-04 01:43:11 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-04 01:43:11 WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-05-04 01:43:11 WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2025-05-04 01:43:11 INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
2025-05-04 01:43:12 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-05-04 01:43:12 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-05-04 01:43:13 INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-05-04 01:43:14 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-05-04 01:43:14 INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-05-04 01:43:15 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-05-04 01:43:15 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-05-04 01:43:15 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-05-04 01:43:15 INFO  r.s.s.SpringBooksApplication - Started SpringBooksApplication in 8.73 seconds (process running for 9.626)
2025-05-04 01:44:20 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-04 01:44:20 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-04 01:44:20 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-05-04 01:44:20 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 01:44:20 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 01:44:20 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 01:44:20 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 01:44:41 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-05-04 01:44:41 INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-05-04 01:44:41 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:44:41 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:44:41 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:44:41 INFO  r.s.springbooks.utils.CustomCache - Shutting down cache executor...
2025-05-04 01:44:41 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2025-05-04 01:44:41 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-05-04 01:44:41 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-05-04 12:24:34 INFO  r.s.s.SpringBooksApplication - Starting SpringBooksApplication using Java 23.0.2 with PID 10096 (D:\VADIM\JAVA\springBooks\target\classes started by HP in D:\VADIM\JAVA\springBooks)
2025-05-04 12:24:34 INFO  r.s.s.SpringBooksApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-04 12:24:34 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-05-04 12:24:34 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-05-04 12:24:35 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-05-04 12:24:35 INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 75 ms. Found 4 JPA repository interfaces.
2025-05-04 12:24:36 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-05-04 12:24:36 INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-05-04 12:24:36 INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-05-04 12:24:36 INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.39]
2025-05-04 12:24:36 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-04 12:24:36 INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2138 ms
2025-05-04 12:24:36 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2025-05-04 12:24:36 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.11.Final
2025-05-04 12:24:36 INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2025-05-04 12:24:37 INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2025-05-04 12:24:37 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-04 12:24:37 INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@375b92f6
2025-05-04 12:24:37 INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-04 12:24:37 WARN  org.hibernate.orm.deprecation - HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2025-05-04 12:24:37 WARN  org.hibernate.orm.deprecation - HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2025-05-04 12:24:37 INFO  o.hibernate.orm.connections.pooling - HHH10001005: Database info:
2025-05-04 12:24:38 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2025-05-04 12:24:38 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2025-05-04 12:24:39 INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2025-05-04 12:24:40 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2025-05-04 12:24:40 INFO  o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2025-05-04 12:24:40 INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-05-04 12:24:40 INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-05-04 12:24:40 INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-05-04 12:24:40 INFO  r.s.s.SpringBooksApplication - Started SpringBooksApplication in 6.964 seconds (process running for 11.374)
2025-05-04 12:25:24 INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-04 12:25:24 INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-05-04 12:25:24 INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2025-05-04 12:25:24 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:25:25 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:25:25 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:25:25 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:25:30 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:25:30 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:02 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:02 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:02 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:02 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:03 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:26:05 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:26:05 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:27:39 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:27:39 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:27:40 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:27:40 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:29:08 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:29:08 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:29:12 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:29:12 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:34:46 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:34:46 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:34:46 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:34:46 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:38:05 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:38:05 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:38:16 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:38:16 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:41:24 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:41:24 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:41:24 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:41:24 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:52:38 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:52:38 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:52:38 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99)]
2025-05-04 12:52:38 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:53:31 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:53:31 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:53:32 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:53:32 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:53:35 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:53:35 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:14 INFO  r.s.s.aspects.LoggingAspect - >> saveLibrary() - args: [Library(id=null, name=Крокадабла, address=Улица Евва д4ом Макеева 09)]
2025-05-04 12:54:14 INFO  r.s.springbooks.utils.CustomCache - Added entry: 2=Library(id=2, name=Крокадабла, address=Улица Евва д4ом Макеева 09) (Cache size: 1)
2025-05-04 12:54:14 INFO  r.s.s.s.impl.LibraryServiceImpl - Library saved and added to cache: Library(id=2, name=Крокадабла, address=Улица Евва д4ом Макеева 09)
2025-05-04 12:54:14 INFO  r.s.s.aspects.LoggingAspect - << saveLibrary() - result: Library(id=2, name=Крокадабла, address=Улица Евва д4ом Макеева 09)
2025-05-04 12:54:14 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:33 INFO  r.s.s.aspects.LoggingAspect - >> saveBooksBulk() - args: [[Book(id=null, title=Книга 4, author=Автор ddsd, year=1994), Book(id=null, title=Книга 7, author=Авторsd dd, year=2003)]]
2025-05-04 12:54:33 INFO  r.s.s.aspects.LoggingAspect - << saveBooksBulk() - result: [Book(id=2, title=Книга 4, author=Автор ddsd, year=1994), Book(id=3, title=Книга 7, author=Авторsd dd, year=2003)]
2025-05-04 12:54:33 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:39 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99), Library(id=2, name=Крокадабла, address=Улица Евва д4ом Макеева 09)]
2025-05-04 12:54:39 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:39 INFO  r.s.s.aspects.LoggingAspect - << findAllLibraries() - result: [Library(id=1, name=kzkz333, address=Улица Евва д4ом Макеева 99), Library(id=2, name=Крокадабла, address=Улица Евва д4ом Макеева 09)]
2025-05-04 12:54:39 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:41 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=2, title=Книга 4, author=Автор ddsd, year=1994), Book(id=3, title=Книга 7, author=Авторsd dd, year=2003)]
2025-05-04 12:54:41 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:45 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:54:45 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:47 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=2, title=Книга 4, author=Автор ddsd, year=1994), Book(id=3, title=Книга 7, author=Авторsd dd, year=2003)]
2025-05-04 12:54:47 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:49 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:54:49 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:50 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=2, title=Книга 4, author=Автор ddsd, year=1994), Book(id=3, title=Книга 7, author=Авторsd dd, year=2003)]
2025-05-04 12:54:50 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:51 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:54:51 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:52 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=2, title=Книга 4, author=Автор ddsd, year=1994), Book(id=3, title=Книга 7, author=Авторsd dd, year=2003)]
2025-05-04 12:54:52 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:54:59 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:54:59 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:55:01 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=2, title=Книга 4, author=Автор ddsd, year=1994), Book(id=3, title=Книга 7, author=Авторsd dd, year=2003)]
2025-05-04 12:55:01 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
2025-05-04 12:55:01 INFO  r.s.s.aspects.LoggingAspect - << getBooksByLibraryId() - result: [Book(id=1, title=дфд335е32, author=агра, year=1930)]
2025-05-04 12:55:01 INFO  r.s.s.aspects.LoggingAspect - << incrementVisitCount() - result: null
